BNC ID,Gloss,Phonetic,Word Category,Pl Phonetic
001,ANIMAL,i-nama,,
004,ARROW,ka-wija,,tu-
010,BELLY,u-buri,,
011,BITE,manju,V,
012,BUFFALO,bi-aba,,i-
017,CHILD,bana,,
022,COW/CATTLE,bi-na,,i-
031,EAR,u-tawai,,ti-
033,EGG,i-ngma,,a-
034,ELEPHANT,bi-rɔ,,i-
036,EYE,e-ʤi,,a-
038,"FAT, OIL, GREASE","ma-tenne, manawai",,
043,CHICKEN/FOWL,-tokoro,,e-
045,"GIVE, TO",-nje-,,
050,HEAD,i-te,,
051,HEART,e-riba,,
055,"LEG, FOOT",u-bunu,,tu-buna
056,LEOPARD (‘PANTHER’),u-gana,,e-
060,MEAT,i-nama,,
064,NIGHT: DAY OF 24 HOURS,"uuna, anungme",,
066,PERSON,u-no,,
067,"PIG (DOMESTIC, WILD)",u-dima,,i-
084,SNAKE,u-wa,,ma-
090,"STONE, ROCK",wu-tai,,
093,"TONGUE, LANGUAGE",i-liam,,
094,TOOTH,i-inni,,tini
096,TREE,u-ti,,ma-
099,WAR,i-kɔno,,
100,WATER,mani,,
102,"WOMAN, WIFE","u-nuai, u-nuai",,"a-nawai, a-nawae"
103,ONE,hini,,
104,TWO,rere,,
106,FOUR,naʤe,,
107,FIVE,ʃibi,,
108,SIX,taʃe,,
109,SEVEN,sunare,,
110,EIGHT,ru,,
111,NINE,tɔrwai,,
112,TEN,bitio,,
114,TWENTY,uket turere,,
115,HUNDRED,ikwi,,

