BNC ID,Gloss,Phonetic,Word Category,Pl Phonetic
001,ANIMAL,wà-dùm,,
003,ARMPIT,*gɛ-vava,,
004,ARROW,**e-kunato;,,
005,ASHES,n-tɔtɔ́ŋ,,
006,ASK (A QUESTION),*ba,,
007,"BAD (BE), TO",*ɛ-lɔ,,
008,BEAN,*n-zɛzɛni,,
010,BELLY,lì-vɔ̀l,,
011,BITE,dum (!),V,
012,BUFFALO,*ɛ-lolo,,
013,"BUILD, TO (CF. SEW)",*kpɔ,,
014,CALABASH,*gi-vɔ,,
016,CHARCOAL,*m-bio-kaŋ,,
018,COME OUT,*vi,,
019,"COOL, BE(COME) TO",dzúbì,,
020,CORPSE,*ɛ-bono,,
022,COW/CATTLE,*ɛ-vagwanɔ,,
023,CRAB,*gɛ-ka,,
024,CROCODILE,*zɛ,,
025,"DANCE, TO",*tu-gɛzu,,
026,DEPTH,*ɛ-doŋo,,
027,DIE: DEATH,bo (!),,
028,"DIVIDE, SHARE OUT, TO",*ʧɛ,,
030,"BECOME DRY, TO",tjákì,,
031,EAR,*lì-tɔ,,
032,"EAT, TO",dzi  (!),,
033,EGG,n-zíŋilì,,
034,ELEPHANT,**ɛ-nji,,
036,EYE,dɛ̀n,,
037,"FALL, TO",*tɔ,,
038,"FAT, OIL, GREASE","li-jàl, *a-nan",,
042,FOREST (BUSH),*li-takɔl,,
043,CHICKEN/FOWL,*i-nɔn,,
045,"GIVE, TO",ní,,
046,"GO, WALK, TO","*sɛŋ, zɛ",,
049,GUINEA-FOWL,*ɛ-tama,,
050,HEAD,lèttól,,
051,HEART,lɛ̀-tɛbò,,
052,HEAVY,*ɛ-dɔ,,
053,HOE: CULTIVATE,*gɛku,,
054,"KILL, TO",vɛ (!),,
055,"LEG, FOOT",*gɛ-vɛ,,lɛ́-kpákòl
056,LEOPARD (‘PANTHER’),*ɛ-sɛ,,
057,"LIE DOWN, STRETCH ONESELF, SLEEP, TO","mìna̍, dɔgɔ̀",,
060,MEAT,*ɛ-tɛn  ɛ-kpon,,
062,"MOUNT, TO",*bila,,
063,NAME,lidɛ,,
064,NIGHT: DAY OF 24 HOURS,"gèzuŋí, *gɛzikɛlɛ",,
065,FAN PALM (BORASSUS AETHIOPUM),ɛ-di’,,
065.1,OIL PALM (ELAEIS GUINEENSIS),ɛ-di’,,
066,PERSON,ɛ̀-nɔ̀n; ɛ̀-ta̍nɔ̀,,
071,"REFUSE, RETAIN, TO",*vuni,,
073,ROAD: PATH,e’-dén,,
074,"ROAST ON COALS, TO",*vami,,
075,"ROT, TO",*lɔkɔ,,
077,SEND: WORK,*gɛ-tɔ,,
080,"SHINE, BE LIGHT, BE WHITE TO",gwénè,,
081,SING,*vɛ,,
082,"SKIN, HIDE, BARK","ɛ̀-tɛ̀-kpa̍ŋ, lì-kpa̍+gèti",,
083,SMELL (OF): SMELL (TR.),*som,,
084,SNAKE,*zɔ,,
086,"SPEAK, TO",di,,
090,"STONE, ROCK",lɛ̀-tá,,
092,THING,*vɔm,,
093,"TONGUE, LANGUAGE","lɛ̀-da̍, *gɛdi",,
094,TOOTH,lɔ̀-sà,,
095,TORTOISE,mbɛkum,,
096,TREE,ge’-tí,,
098,WANT (DESIRE): LACK SEEK,*vɔŋ,,
099,WAR,*lɛ-kɔl,,
100,WATER,à-sì,,
101,WING,*livɛi,,
102,"WOMAN, WIFE",gwànɔ,,
103,ONE,wɔ̀ni,,
104,TWO,à-fɔŋ,,
106,FOUR,à-na̍ŋ,,
107,FIVE,à-zen; *azɛǹ,,
108,SIX,à-ze’n+a̍-wɔ̀ɔi,,
109,SEVEN,à-ze’g+àfɔŋ,,
110,EIGHT,à-ze’g+à-ta̍n,,
111,NINE,à-zeg+à-na̍ŋ,,
112,TEN,dzɔ́,,
113,FIFTEEN,*zì,,
114,TWENTY,lɛ̀-zɔ,,
115,HUNDRED,à-zɔ à-zen,,
115.1,TWO HUNDRED,à-zɔ dzɔ́,,
116,FOUR HUNDRED,lèlo,,

