BNC ID,Gloss,Phonetic,Word Category,Pl Phonetic
001,ANIMAL,-nə̀,,-nə̀
003,ARMPIT,-hà,,-hà
004,ARROW,-kə̀ə̀ʔ,,ŋ̀-
005,ASHES,-vó,,
006,ASK (A QUESTION),ń-dú; ǹ-tə́ ʔɔ́sí,,
007,"BAD (BE), TO",sə̀-pə́ʔ,,
008,BEAN,ŋ̀-kwɛ́t,,ŋ̀-
009,BEG (ASK FOR S.T.),ń-dú,,
010,BELLY,-vɔ̀p,,-vɔp
011,BITE,ń-də́p,V,
012,BUFFALO,nə̀-nàʔkó,,nə̀-
013,"BUILD, TO (CF. SEW)",ŋ́-kwát,,
014,CALABASH,ǹ-túʔ,,
016,CHARCOAL,ʧì-ʧìɛ̀+mók,,
017,CHILD,mó,,pú
018,COME OUT,ń-tə́p,,
020,CORPSE,-fý,,-fý
021,COUNT: DRAW A LINE,ń-sá,,
023,CRAB,-kə́,,-kə́
024,CROCODILE,ŋ̀-gə́+ǹ-ʃí,,ŋ̀-
025,"DANCE, TO","ń-zɛ́t, -zɛ̃́ʃì",,-zɛ̃́ʃì
026,DEPTH,sàà,,
027,DIE: DEATH,"ŋ́-kwə́, ù-wə́",,
028,"DIVIDE, SHARE OUT, TO",ə̀-ɣàà,,
029,"DRAW (WATER), TO",ǹ-túʔ,,
030,"BECOME DRY, TO",ń-ʤə́p,,
032,"EAT, TO",ń-zə́h,,
033,EGG,m̀-bə̀p,,m̀-
034,ELEPHANT,-sɯ́,,-sɯ́
035,"EXTINGUISHED, BE TO",ḿ-bíə́,,
036,EYE,zə́k,,nə́k
037,"FALL, TO",ǹ-ʧó,,
038,"FAT, OIL, GREASE",ə̀-hú,,"ə̀-, m̀-vát"
039,FEAR,-pó,,-pó
040,FEMALE,ǹ-ʤɥí,,ǹ-
041,FIREWOOD,ǹ-ʧwí,,
042,FOREST (BUSH),-tàp,,
043,CHICKEN/FOWL,ŋ́-gɔ́p,,ŋ́-
044,"FRY, TO BAKE IN ASHES, TO","ŋ́-káʔ, fɔ̀b+mók",,
045,"GIVE, TO",ə̀-hə́ (!),,
046,"GO, WALK, TO","ʧɯ̀ə̀ (!) lòk, nák (!)",,
048,"GROW, BECOME STRONG, TO",ńʧɯí,,
049,GUINEA-FOWL,ŋ̀-gáʔá sàɣà,,ŋ̀-
050,HEAD,-ts¨ɯ́,,ǹ-
051,HEART,m̀-bàhńtà,,
052,HEAVY,ǹ-zát; zàt (n.),,
053,HOE: CULTIVATE,ń-zɯ́,,
054,"KILL, TO",ń-ʒí,,
055,"LEG, FOOT",-kù,,ŋ̀-
056,LEOPARD (‘PANTHER’),nə̀-ǹ-ʒì,,nə̀-ǹ-
057,"LIE DOWN, STRETCH ONESELF, SLEEP, TO",nə̀ʔ (!),,sà (!)
058,"LICK, TO",ń-zák,,
060,MEAT,m̀-bà,,
062,"MOUNT, TO",ńkə́ʔ,,
063,NAME,zɛ́n,,
064,NIGHT: DAY OF 24 HOURS,-ts¨úʔ,,
065,FAN PALM (BORASSUS AETHIOPUM),-tý,,
065.1,OIL PALM (ELAEIS GUINEENSIS),,,
066,PERSON,ùwɛ̀-nɔ̀k,,pɯ̀-
067,"PIG (DOMESTIC, WILD)",ŋ̀-gə́nə̀,,ŋ̀-
068,"PRESS, SQUEEZE OUT, MILK",nɔ́ ʔ(!),,
069,QUARREL,ǹ-ʧɔ́ɣá+n-ʧà ǹ-ʧàʔà,"V, N",ǹ-
070,RAPHIA PALM,ń-kxɯ́ə́,,ń-
071,"REFUSE, RETAIN, TO",ɣá (!),,
072,"RESEMBLE, BE EQUAL TO",ḿ-fó,,
073,ROAD: PATH,má-ǹ-ʒì,,
074,"ROAST ON COALS, TO",ń-tú,,
075,"ROT, TO",m̀-bíə́,,
077,SEND: WORK,ǹ-ʧá ɱ´-fə́ʔ,,ɱ´-
078,"TRAP, TO SET A","ǹ-tə̀+n-dà, í-jɯʔə́, n-kxɯ",,
