BNC ID,Gloss,Phonetic,Word Category,Pl Phonetic
001,ANIMAL,wi,,
003,ARMPIT,á-tàʃúwè,,
004,ARROW,à-tíkà,,
005,ASHES,súŋ,,
006,ASK (A QUESTION),à-bɛ̀p; (à)ba̍b(kù),,
007,"BAD (BE), TO",pìkìnàpìpɛ̀ɾ,,
008,BEAN,sìg,,
009,BEG (ASK FOR S.T.),vɛ̀ɣ; ávúg,,
010,BELLY,fɛ̀n,,
011,BITE,(á)zɔ̀m,V,
012,BUFFALO,wíʒɛ́ɾ,,
013,"BUILD, TO (CF. SEW)",búmí,,
014,CALABASH,kwə̀ì,,
015,CARVE,(bù)dèp,,
017,CHILD,ŋù,,
018,COME OUT,(á)zùbɪ,,
019,"COOL, BE(COME) TO",àtàg,,
020,CORPSE,kì,,
021,COUNT: DRAW A LINE,áŋwə̀n,,
022,COW/CATTLE,nə́i,,
023,CRAB,àkə̀ĩ̀,,
024,CROCODILE,anì nìn,,
025,"DANCE, TO",gbə̀  ...  ʒə̀ù (ʒə̀ù = n.),,
026,DEPTH,ázɔ̀ŋ,,
027,DIE: DEATH,"(wú)ruhŋ, kí",,
028,"DIVIDE, SHARE OUT, TO",ágàfVm,,
029,"DRAW (WATER), TO",ákâp,,
030,"BECOME DRY, TO",ŋúmrə̀ǹŋ,,
031,EAR,i-sõ,,
032,"EAT, TO",a̍-ʒí,,
033,EGG,kjẽ̀,,
034,ELEPHANT,tə́ŋkùna̍,,
035,"EXTINGUISHED, BE TO",(á)gbã́rà,,
036,EYE,ìzò,,
037,"FALL, TO",kùŋwá  ʒìni,,
038,"FAT, OIL, GREASE",bjìɾ,,
039,FEAR,zin,,
040,FEMALE,ú-wà,,
041,FIREWOOD,ŋín pìɾ,,
042,FOREST (BUSH),àŋwun,,
043,CHICKEN/FOWL,kʊ̀n,,
044,"FRY, TO BAKE IN ASHES, TO",fə́də,,
045,"GIVE, TO","jà, àtə̀ì",,
046,"GO, WALK, TO","(a̍)jə́k, kwì já(múbàɾ)",,
047,GRASSHOPPER,à-tópi; à-tìbə̃̀ĩ̀; à-pɛb,,
048,"GROW, BECOME STRONG, TO",(ŋùnìŋ) nòwə̀ì,,
049,GUINEA-FOWL,à-səi,,
050,HEAD,ʃì-na,,
051,HEART,kjì-n,,
052,HEAVY,á-lɛ̀p,,
053,HOE: CULTIVATE,(á)nə̀mbu,,
054,"KILL, TO",á-gbə̂ŋ,,
055,"LEG, FOOT",bàɾ,,
056,LEOPARD (‘PANTHER’),ʃə̀ì,,
057,"LIE DOWN, STRETCH ONESELF, SLEEP, TO",(á)náwə̂n,,
058,"LICK, TO",(à)tə̂n,,
060,MEAT,wi,,
062,"MOUNT, TO",á-nə̀n,,
063,NAME,zɛn,,
064,NIGHT: DAY OF 24 HOURS,nà,,
065,FAN PALM (BORASSUS AETHIOPUM),li’,,
065.1,OIL PALM (ELAEIS GUINEENSIS),li’,,
066,PERSON,m̀pɛ̀ɾ,,
067,"PIG (DOMESTIC, WILD)",zò,,
068,"PRESS, SQUEEZE OUT, MILK","(á-)-pɛ̀n, á-sìm",,
069,QUARREL,kúnjâ: nõ̀,"V, N",
071,"REFUSE, RETAIN, TO",ŋə̀ŋ,,
072,"RESEMBLE, BE EQUAL TO",ozo àniŋ,,
073,ROAD: PATH,gbɛ̀p,,
074,"ROAST ON COALS, TO",á-ŋũ̀,,
075,"ROT, TO",à-swàɾ,,
076,RUBBISH-HEAP,suŋ,,
077,SEND: WORK,sɔ̀m,,sɔ̀m
078,"TRAP, TO SET A",sìɣbùtòɾ; sà mjɛ̀,,
079,"SEW, TO",búkwɛ̀p,,
080,"SHINE, BE LIGHT, BE WHITE TO",(à)jɛ̀ɾ,,
081,SING,ádàʒũ,,
082,"SKIN, HIDE, BARK","wó  dɛ̀ɾ, ā-kò  (bĩ́)",,
083,SMELL (OF): SMELL (TR.),(à)fùg (hǹ sùn búàsà),,
084,SNAKE,bíʃùwi,,
085,SONG,zon,,
086,"SPEAK, TO",(á)də̂ŋ,,
087,TO SPIT,àtugˋ  hn  ʃə̀ŋ,,
088,"SPREAD IN SUN TO DRY, TO",ŋwá  nəŋ,,
089,"STICKY, TO BE",tùɾ,,
090,"STONE, ROCK",ábã̀ ábã̀,,
092,THING,bú,,
093,"TONGUE, LANGUAGE",nàm nùŋʒiɾ,,
094,TOOTH,ŋɛ̀n,,
095,TORTOISE,ŋ́-kwɛn,,
096,TREE,bĩ́,,
097,TWIN,ǹjə́ntəĩ̀,,
098,WANT (DESIRE): LACK SEEK,zɛ̀m,,
099,WAR,kân,,
101,WING,ásà,,
104,TWO,"pínà, pjénà",,
106,FOUR,njìnà,,
107,FIVE,sɔ́na̍,,
108,SIX,sùnʤĩ’,,
109,SEVEN,sùmpjɛ̀n,,
110,EIGHT,áŋwunji,,
111,NINE,àʒin dubu,,
112,TEN,dwɛp,,
113,FIFTEEN,dwɛp agbasɔ́:nà,,
114,TWENTY,dìzũ̀,,
115,HUNDRED,dwapsɔ́:na,,

