BNC ID,Gloss,Phonetic,Word Category,Pl Phonetic
001,ANIMAL,njam,,
003,ARMPIT,kí-fjek,,fjek
004,ARROW,kjap,,
005,ASHES,ki-toŋ,,
006,ASK (A QUESTION),libtsa,,
007,"BAD (BE), TO",bikju,,
008,BEAN,zap ~ za-ap,,
009,BEG (ASK FOR S.T.),ribtsa bin,,
010,BELLY,niiŋ,,
011,BITE,nkjeni,V,
012,BUFFALO,njas,,
013,"BUILD, TO (CF. SEW)",ʃan,,
014,CALABASH,tok,,
015,CARVE,ntse,,
016,CHARCOAL,ain (?),,
017,CHILD,rewek,,
018,COME OUT,wutba nkjuh,,
019,"COOL, BE(COME) TO",asuna,,
021,COUNT: DRAW A LINE,"fjala, gbok laji (H.); gbok fina",,
022,COW/CATTLE,njak,,
023,CRAB,n-ke,,
024,CROCODILE,n-ʧut,,
025,"DANCE, TO","ʤet  ʤam, ʤam",,
026,DEPTH,djun,,
027,DIE: DEATH,kpoh,,
028,"DIVIDE, SHARE OUT, TO",gap,,
029,"DRAW (WATER), TO",ʃé  (?),,
030,"BECOME DRY, TO",kjori,,
032,"EAT, TO",jeh,,
033,EGG,ki-zain,,
034,ELEPHANT,ʤom,,
035,"EXTINGUISHED, BE TO",limi,,
036,EYE,ki-su,,-su
037,"FALL, TO",woorbah,,
038,"FAT, OIL, GREASE","ki-sain, kitses",,
039,FEAR,n-fehé,,
040,FEMALE,bikjeh,,
041,FIREWOOD,re-koh,,
042,FOREST (BUSH),"khjikot, khjidah",,
043,CHICKEN/FOWL,new; wenu,,
044,"FRY, TO BAKE IN ASHES, TO","kjanje, gba kilim",,
045,"GIVE, TO",deh,,
046,"GO, WALK, TO","zeh; sokk, zekize",,
047,GRASSHOPPER,kpaʃon,,
048,"GROW, BECOME STRONG, TO","rekoh, tset",,
049,GUINEA-FOWL,nhake,,
050,HEAD,ri-hek,,
051,HEART,kjuh,,
052,HEAVY,mmot,,
053,HOE: CULTIVATE,whju,,
054,"KILL, TO",fet,,
055,"LEG, FOOT",pjela,,
056,LEOPARD (‘PANTHER’),"dem, nagwoŋ",,
057,"LIE DOWN, STRETCH ONESELF, SLEEP, TO","gbamet, nnak",,
058,"LICK, TO",jen ~ len,,
060,MEAT,njam,,
062,"MOUNT, TO",nwon,,
063,NAME,rihek,,
064,NIGHT: DAY OF 24 HOURS,"ki-tuk, mo kitenum",,
065,FAN PALM (BORASSUS AETHIOPUM),ki-sikjon,,
065.1,OIL PALM (ELAEIS GUINEENSIS),ki-sikjon,,
066,PERSON,nejet,,
067,"PIG (DOMESTIC, WILD)",alede,,
068,"PRESS, SQUEEZE OUT, MILK","ndjem, *fit, kibem",,
069,QUARREL,ja-haŋ haŋ,"V, N",
070,RAPHIA PALM,"ki-jé-ja, t-jum",,
071,"REFUSE, RETAIN, TO","baŋ, kpeh",,
072,"RESEMBLE, BE EQUAL TO","jas, mmanza",,
073,ROAD: PATH,kass ~ngin kass,,
074,"ROAST ON COALS, TO",fur,,
075,"ROT, TO",nfur,,
076,RUBBISH-HEAP,ki-bin,,
077,SEND: WORK,tomma hjes,,
078,"TRAP, TO SET A",nisse,,
079,"SEW, TO",taŋ,,
080,"SHINE, BE LIGHT, BE WHITE TO",haŋ,,
081,SING,too m-bomma,,
082,"SKIN, HIDE, BARK","gjah, ki-fari",,
083,SMELL (OF): SMELL (TR.),zis,,
084,SNAKE,ngus,,
085,SONG,m-bom,,
086,"SPEAK, TO",rote,,
087,TO SPIT,tjet  ki-hem,,
089,"STICKY, TO BE",gba-ʧik,,
090,"STONE, ROCK",tjaa,,
091,TAKE OUT OF: EMPTY,"sujik wut, kobin",,
092,THING,bin-dok,,
093,"TONGUE, LANGUAGE",hjem,,
094,TOOTH,jin,,
095,TORTOISE,kjuberá,,
096,TREE,ki-site,,
097,TWIN,ki-dufala,,
098,WANT (DESIRE): LACK SEEK,"jimi, djak",,
099,WAR,whja,,
100,WATER,ki-malaŋ,,
101,WING,bhaa,,
104,TWO,fjaa,,
106,FOUR,ki-nah,,
107,FIVE,tjo,,
108,SIX,tjondi,,
109,SEVEN,tjonfjah,,
110,EIGHT,njanah,,
111,NINE,tgumbok,,
112,TEN,kob,,
113,FIFTEEN,ki-kob+mo+tjoh,,
114,TWENTY,ʃokafjah,,
115,HUNDRED,ngbohja,,
116,FOUR HUNDRED,ki-nghohja+ki-nah,,
117,THOUSAND,ki-nghohja+ki-kob,,

