BNC ID,Gloss,Phonetic,Word Category,Pl Phonetic
001,ANIMAL,nɔ̃m,,
003,ARMPIT,ke-kú,,
004,ARROW,"dīālā, díìra",,
005,ASHES,bùùrù,,
006,ASK (A QUESTION),bĩĩnã́,,
007,"BAD (BE), TO",pɔ́rɔ́,,
008,BEAN,bĩĩ̀n,,
010,BELLY,gbàà,,
011,BITE,dɔ̃’mĩ́,V,
013,"BUILD, TO (CF. SEW)",tib,,
014,CALABASH,féé,,
016,CHARCOAL,bírí,,
017,CHILD,vĩ́n,,
019,"COOL, BE(COME) TO",tɔ́ɔ,,
020,CORPSE,íí-nɛ̃n,,
022,COW/CATTLE,láo,,
023,CRAB,kɔɔ̀rɔ̀,,
024,CROCODILE,ba,,
025,"DANCE, TO",zòb,,
026,DEPTH,kètɛ̃́,,
027,DIE: DEATH,"ù, ú",,
028,"DIVIDE, SHARE OUT, TO",dɔ̃ɔ̃,,
030,"BECOME DRY, TO",kã́ã́,,
033,EGG,ké,,
034,ELEPHANT,di,,
036,EYE,dɛ̃ɛ̃,,
037,"FALL, TO",dɔ̀,,
038,"FAT, OIL, GREASE","dɔ̃́ɔ̃̀, nɔ̃́ɔ)",,
042,FOREST (BUSH),kɔ̀l,,
043,CHICKEN/FOWL,kɔ̃̀ɔ̃̀,,
045,"GIVE, TO",nɛ̃’,,
046,"GO, WALK, TO","àà, ʧã̀ã̀",,
050,HEAD,togó ~ togól,,
051,HEART,ʤĩ́ɛ̃’,,
052,HEAVY,jɛ̃̀ɛ̃̀,,
054,"KILL, TO",fɛ̀,,
055,"LEG, FOOT",kpóó tɔ,,ká-tɔ
056,LEOPARD (‘PANTHER’),kpɛɛ̀,,
057,"LIE DOWN, STRETCH ONESELF, SLEEP, TO",ma̍-kɛ̃dáá,,
060,MEAT,nɔ̃m,,
063,NAME,bée,,
064,NIGHT: DAY OF 24 HOURS,"bílá dee, e",,
065,FAN PALM (BORASSUS AETHIOPUM),ɟoo,,
065.1,OIL PALM (ELAEIS GUINEENSIS),ɟoo,,
066,PERSON,nɛ̃’n,,
067,"PIG (DOMESTIC, WILD)",órôŋ,,
068,"PRESS, SQUEEZE OUT, MILK","*bɪɪbá, *bɪɪ",,
069,QUARREL,*ka̍ná *kàna̍,"V, N",
070,RAPHIA PALM,*kɔl,,
071,"REFUSE, RETAIN, TO",kĩn,,
072,"RESEMBLE, BE EQUAL TO","*be’rí, *kùna̍ló",,
073,ROAD: PATH,èèrè,,
074,"ROAST ON COALS, TO",ɔví,,
075,"ROT, TO",bɛ̃̀m,,
077,SEND: WORK,tɔ̃́m,,
080,"SHINE, BE LIGHT, BE WHITE TO",ɛ́ɛ́,,
081,SING,ɔlí,,
082,"SKIN, HIDE, BARK",kpá,,kpá
083,SMELL (OF): SMELL (TR.),dã́-nũ̀-ló (n),,
084,SNAKE,nã́ã́nã̀,,
085,SONG,*sɔ́l,,
086,"SPEAK, TO",kɔ̀; lò,,
090,"STONE, ROCK","dɛ,’m",,
092,THING,nũ,,
093,"TONGUE, LANGUAGE","dɛ̃́m, be’l",,
094,TOOTH,dáa̍,,
095,TORTOISE,kurù,,
096,TREE,té,,
098,WANT (DESIRE): LACK SEEK,"bùrà (n.); *ta̍n, gbĩ",,
099,WAR,bé,,
100,WATER,mṹṹ,,
101,WING,pó,,
102,"WOMAN, WIFE",pá-bia̍,,
103,ONE,ɛ̃̀nɛ̃’,,
104,TWO,bàà,,
106,FOUR,"tã́nĩ̀, (tã̀-nĩ̀ )",,
107,FIVE,vòò,,
108,SIX,ɔ̀ɔ̀lɛ̀,,
109,SEVEN,àràbà,,
110,EIGHT,a̍àta̍a̍,,
111,NINE,sĩĩ̀ nɛ̃̀òb,,
112,TEN,òb,,
113,FIFTEEN,òb nɛ̃̀ vòò,,
114,TWENTY,tùb,,
115,HUNDRED,vòò tub,,
116,FOUR HUNDRED,bóó,,

