BNC ID,Gloss,Phonetic,Word Category,Pl Phonetic
001,ANIMAL,í-nam,,
003,ARMPIT,ge-jaba,,
006,ASK (A QUESTION),lirw (?),,
007,"BAD (BE), TO",oobubi; ure folou,,
008,BEAN,i-ʤik,,
009,BEG (ASK FOR S.T.),kuwou,,
010,BELLY,gu-pug,,
011,BITE,lira,V,
012,BUFFALO,i-kuwah,,
013,"BUILD, TO (CF. SEW)",biana,,
014,CALABASH,gi-ntiri,,
015,CARVE,sep,,
016,CHARCOAL,de-ʃiene,,
017,CHILD,e-wen,,
018,COME OUT,gu-wuluu,,
019,"COOL, BE(COME) TO",u-su,,
020,CORPSE,u-kum,,
021,COUNT: DRAW A LINE,"tala, gu-pala",,
022,COW/CATTLE,i-nak,,
023,CRAB,a-ʃene,,
024,CROCODILE,ge-kwege,,
025,"DANCE, TO","tag, gu-tag",,
026,DEPTH,u-jum,,
027,DIE: DEATH,"gu-kpo, gu-kpo",,
028,"DIVIDE, SHARE OUT, TO",gu-kap,,
029,"DRAW (WATER), TO",va,,
030,"BECOME DRY, TO",gu kwakla,,
032,"EAT, TO",lija,,
033,EGG,de-pka,,
034,ELEPHANT,i-kan,,
036,EYE,i-ʤiee,,
037,"FALL, TO",kpah,,
038,"FAT, OIL, GREASE",de-pep,,
039,FEAR,de-buŋ,,
040,FEMALE,a-jinʧel,,
041,FIREWOOD,i-koŋ,,
042,FOREST (BUSH),ge-lubu,,
043,CHICKEN/FOWL,gi-nun,,
044,"FRY, TO BAKE IN ASHES, TO",kana,,
045,"GIVE, TO",gu-mau; mao,,
046,"GO, WALK, TO","gu-ʧink, ʧiŋ",,
047,GRASSHOPPER,e-gala,,
048,"GROW, BECOME STRONG, TO",gu-kono,,
049,GUINEA-FOWL,e-nsok,,
050,HEAD,de-ʧuu,,
051,HEART,e-kuwel,,
052,HEAVY,ge-dindin,,
053,HOE: CULTIVATE,"ʧem, wulu",,
054,"KILL, TO",pell,,
055,"LEG, FOOT",gu-prah,,
056,LEOPARD (‘PANTHER’),i-kpi,,
057,"LIE DOWN, STRETCH ONESELF, SLEEP, TO",ninaa,,
058,"LICK, TO",lee,,
060,MEAT,i-nam,,
061,MOULD TO,gu-mogo,,
062,"MOUNT, TO",gu-jaku,,
063,NAME,in-tuba,,
064,NIGHT: DAY OF 24 HOURS,ge-tuk,,
066,PERSON,a-jeji,,
067,"PIG (DOMESTIC, WILD)","elede gesal, elede gelubu",,
068,"PRESS, SQUEEZE OUT, MILK",gu-mikni,,
069,QUARREL,kwen; puru gu-kwen; gu-puru,"V, N",
070,RAPHIA PALM,"be-kol, i-kug",,
071,"REFUSE, RETAIN, TO","tokn, gu-bukn",,
072,"RESEMBLE, BE EQUAL TO","guel, gu-lel",,
073,ROAD: PATH,u-tirah,,
074,"ROAST ON COALS, TO",gu-furu,,
075,"ROT, TO",ʧau,,
076,RUBBISH-HEAP,di-sil,,
077,SEND: WORK,gu-tuba,,i-lam
078,"TRAP, TO SET A",u-nala ge-tarko (n. = H.),,
079,"SEW, TO",tukru,,
080,"SHINE, BE LIGHT, BE WHITE TO",gu-sana,,
081,SING,tag,,
082,"SKIN, HIDE, BARK","gu-kulu; di-nam e-jieji, di-nam  i-nam, e-njula gi",,
083,SMELL (OF): SMELL (TR.),junk,,
084,SNAKE,i-joko,,
085,SONG,e-nʧe,,
086,"SPEAK, TO",gu-ʧuele,,
087,TO SPIT,benʧu,,
088,"SPREAD IN SUN TO DRY, TO",gu-nkh,,
091,TAKE OUT OF: EMPTY,gu-wini-gu,,
092,THING,u-ʃu,,
093,"TONGUE, LANGUAGE","de-lum, i-lum",,
094,TOOTH,di-ziri,,
095,TORTOISE,ge-kil,,
096,TREE,gi-nʃi,,
097,TWIN,be-pee,,
098,WANT (DESIRE): LACK SEEK,bijaŋ; wah; waŋ-gu-rasa (H.),,
099,WAR,u-lira,,
100,WATER,n-ʃi,,
101,WING,i-pulu,,
104,TWO,de-pala; im-poo,,
106,FOUR,de-naa,,in-
107,FIVE,di-ʧuu,,
108,SIX,di-ʧunu,,
109,SEVEN,di-to+pala,,
110,EIGHT,di-nirina,,
111,NINE,u-tola  H.,,
112,TEN,u-kop,,
113,FIFTEEN,u-kop ji di-ʧuu,,
114,TWENTY,i-sogi+pala,,
115,HUNDRED,a-tade zin,,
116,FOUR HUNDRED,a-tade naa,,
117,THOUSAND,a-dubu zin H.,,

