BNC ID,Gloss,Phonetic,Word Category,Pl Phonetic
001,ANIMAL,ɛ-tɛŋ,,
010,BELLY,u-gbwe,,
011,BITE,r̃o,V,
012,BUFFALO,ɛ-tɛm,,
017,CHILD,a-gban,,
033,EGG,e-hɔzɔn,,
034,ELEPHANT,e-ɲɛ,,
036,EYE,a-deaŋ,,
038,"FAT, OIL, GREASE","ɔ-noi, ɔ-noi",,
043,CHICKEN/FOWL,e-hó,,
050,HEAD,ɛ-tɔ,,
052,HEAVY,ohuru (?),,
054,"KILL, TO",ŋɔn (?),,
055,"LEG, FOOT",o-vɔ,,
056,LEOPARD (‘PANTHER’),ɛ-kbe,,
057,"LIE DOWN, STRETCH ONESELF, SLEEP, TO",oija (?),,
060,MEAT,e-theŋˋ,,í-
061,MOULD TO,zɛ́ɛ̀,,
062,"MOUNT, TO",nìɣì,,
063,NAME,á-ʤíŋˋ,,ú-
064,NIGHT: DAY OF 24 HOURS,"á-zîŋ, á-gbéí",,ú-í-
065,FAN PALM (BORASSUS AETHIOPUM),"ú-rì, ú-kpákɔ́ŋ",,"á, í-"
065.1,OIL PALM (ELAEIS GUINEENSIS),"ú-rì, ú-kpákɔ́ŋ",,"á, í-"
066,PERSON,*o-som,,
067,"PIG (DOMESTIC, WILD)","ɛ-se’ìˋ, rùm",,"u-; ɛ-se’ì jù-, u-"
068,"PRESS, SQUEEZE OUT, MILK","ŋímɛ̀, mììŋ",,
069,QUARREL,tàm; ú-tàm,"V, N",í-
070,RAPHIA PALM,"á-βàŋ́, ɔ̀-vɔ́n",,"ú-, à-"
071,"REFUSE, RETAIN, TO","ʧiŋ̀, zɪŋɛ̀",,
072,"RESEMBLE, BE EQUAL TO","ɲìì ú-kɛ́ɛ̀kɛ̀ ú-múɣì, nɔ̀nɔ̀ɔ̀th",,
073,ROAD: PATH,"*ɛ-rɛtɔŋ; ɛ́ɛ́-rɛ̀thɔ̀ŋ, á-gòŋmà",,í-ú-
074,"ROAST ON COALS, TO",vɔ̀ɔ̀ ~ vɔ̀,,
075,"ROT, TO",bèì,,
076,RUBBISH-HEAP,ú-ʧìmì,,á-
077,SEND: WORK,ɣ̦òm á-òòm,,ú-
078,"TRAP, TO SET A",mɔ́ɔ̀th ù-ɣóì (ù-ɣóì),,(à- = n.)
079,"SEW, TO",khìm,,
080,"SHINE, BE LIGHT, BE WHITE TO",nôm wéŋí à-ŋárí,,", ù-; ŋàth"
081,SING,jàkh,,
082,"SKIN, HIDE, BARK","á-sôth-kpàìì, ú-thê-kpàìì, á-gè  kpáíí",,"ú-.í-,ú-"
083,SMELL (OF): SMELL (TR.),"zi  ˋkh, hì-zìɣìì",,
084,SNAKE,é-gwúù,,í-
085,SONG,á-ʤéí,,ú-
086,"SPEAK, TO",ʤɔ́ìì,,
087,TO SPIT,ʧùùkh,,
088,"SPREAD IN SUN TO DRY, TO",ruˋ,,
089,"STICKY, TO BE",βíɣìì,,
090,"STONE, ROCK",á-gààʔ ú-gaaʔ,,í- í-
091,TAKE OUT OF: EMPTY,"zàìì, gbàkh; á-kpàìì",,", ú-"
092,THING,ú-kɛ̂,,í-vɛ̀-kpà
093,"TONGUE, LANGUAGE","á-rà, ú-ʤɔ́ì",,"ú-, (í-)"
094,TOOTH,"ɛ́-jâ pìà, á-jâŋ",,í-; ú-
096,TREE,á-gèì,,ú-
097,TWIN,á-báŋ-a̍-pa̍a̍ʔ (pl.); ɔ́-tɔ́rígbáŋ,,á-
098,WANT (DESIRE): LACK SEEK,"héìth, bìàà, βòìì",,
099,WAR,á-ɣ̦ɔ̀ŋ,,ú-
100,WATER,ú-míí,,ú- (T ?)
101,WING,à-kpɛ̀-kpɛ̀ì,,ù-
102,"WOMAN, WIFE","á-sɔ̂ŋ, á-sɔ̂ŋ",,"à-gɔ̀ŋ, à-gɔ̀ŋ"
103,ONE,-múɣìì,,
104,TWO,phááʔ,,
106,FOUR,ńnáíí,,
107,FIVE,jɔ̀ɔ̀ ʔ,,
108,SIX,jɔ̀ ná ʧíí,,
109,SEVEN,jɔ̀ nú pááʔ,,
110,EIGHT,jɔ̀ nú gàth,,
111,NINE,jɔ̀ nu náí,,
112,TEN,ʤoò,,
113,FIFTEEN,ʤíŋ,,
114,TWENTY,úńnù,,ánná
115,HUNDRED,ánná jɔ̀ɔ̀´,,
115.1,TWO HUNDRED,á-ńnù ʤoò,,
116,FOUR HUNDRED,oòth,,

