BNC ID,Gloss,Phonetic,Word Category,Pl Phonetic
001,ANIMAL,we,,
004,ARROW,buga,,
010,BELLY,mwadoɛ̃,,
012,BUFFALO,wiza,,
017,CHILD,ɪmbwe,,
022,COW/CATTLE,wiza,,
024,CROCODILE,wizi (wi-zi)?,,
031,EAR,to,,
033,EGG,"kwie  k,",,
034,ELEPHANT,wusu (wu-su ?),,
036,EYE,fizi,,
038,"FAT, OIL, GREASE","fwi, bzi",,
043,CHICKEN/FOWL,k~,,
050,HEAD,fi,,
055,"LEG, FOOT",fu,,tafin-fu
060,MEAT,we,,
061,MOULD TO,*mbja̍; mbwe,,
063,NAME,*tī,,
064,NIGHT: DAY OF 24 HOURS,"fitam, nɔ-fkeɛm (nɔ̃ = ‘sun)",,
066,PERSON,ni-bi,,
067,"PIG (DOMESTIC, WILD)",ifika,,
069,QUARREL,*tkjā *o-tkja̍,"V, N",
071,"REFUSE, RETAIN, TO",*se,,
072,"RESEMBLE, BE EQUAL TO",*zɪ́,,
073,ROAD: PATH,u-fu+gu,,
074,"ROAST ON COALS, TO",*fkwa̍,,
075,"ROT, TO",*fkwa̍,,
076,RUBBISH-HEAP,*di+mwà,,
077,SEND: WORK,*tsṍ *mwàcī,,
078,"TRAP, TO SET A",*tswa̍ ta̍ra̍kò,,
079,"SEW, TO","*sɪ,ˋ",,
080,"SHINE, BE LIGHT, BE WHITE TO","*fkẽ, *o-tẽ",,
081,SING,*twa̍,,
082,"SKIN, HIDE, BARK","*kpy, *e’-fkī mwà",,
084,SNAKE,mo+gbɛ̃;  *gjwa̍,,
085,SONG,*bō̃,,
086,"SPEAK, TO",*dgjã,,
087,TO SPIT,*tsɪî,,
090,"STONE, ROCK","*ŋwute; *ŋwéte,’",,
092,THING,*mwà,,
093,"TONGUE, LANGUAGE",zõ; *dgjã#,,
094,TOOTH,"sã, *sã́",,-;
095,TORTOISE,*kārābo,,
096,TREE,tumo,,-; *tūmwà
098,WANT (DESIRE): LACK SEEK,"*dgjã́, *réʃĩ’",,
099,WAR,kã; *kã̀,,
100,WATER,njibi; *m̀-bi,,
101,WING,*bwāˋkn̄,,
102,"WOMAN, WIFE","ni-wo, gwá",,-;  *bē-ne’gwā
103,ONE,ɪnji,,
104,TWO,fa,,
106,FOUR,ndo,,
107,FIVE,"tse,",,
108,SIX,"tse,-ɪnji",,
109,SEVEN,"tse, a-fa",,
110,EIGHT,"tse,-a-ta",,
111,NINE,"tse,-a-ndo",,
112,TEN,gu,,
113,FIFTEEN,gu+fwi+ta; *gwi ʧi tkjwã#,,
114,TWENTY,vi-nebi,,
115,HUNDRED,vɪ-nebi tsě,,
116,FOUR HUNDRED,gí nobɪ gí ne ekã̂,,

