BNC ID,Gloss,Phonetic,Word Category,Pl Phonetic
001,ANIMAL,únàm,,
003,ARMPIT,ʔń-kpà-fà-fàkà/,,[ŋḿkpàfàfàğà]
005,ASHES,[ńˋtɔ́ŋ],,ń-tɔ́ŋ
006,ASK (A QUESTION),[bɨ́pˉ] ~ [bupˉ],,/bíb/
007,"BAD (BE), TO",i-djɔ́k  [idíɔ́kˉ],,
008,BEAN,ɔ̀-kɔ́-tì [ɔ̀kɔ́tì],,
009,BEG (ASK FOR S.T.),/bɛ́ŋɛ́/   [bɛ́ŋɛ́],,
010,BELLY,ì-díbí,,à-kpà
011,BITE,dóm,V,
012,BUFFALO,énàŋ íkɔ̀tˉ,,
013,"BUILD, TO (CF. SEW)",bɔ́pˉ,,
014,CALABASH,ìkó,,
015,CARVE,dɔ̀kˉ,,
016,CHARCOAL,[úkáŋ] cf. /í-káŋ/ fire,,
017,CHILD,[éjɛ́n],,ǹdìtɔ̀
018,COME OUT,wɔ̀ɾɔ́,,
019,"COOL, BE(COME) TO",bìt ˉ,,
020,CORPSE,ókpó,,
021,COUNT: DRAW A LINE,bàd,,[wɛ̀t ˉ  ]/wɛ̀d/
022,COW/CATTLE,"énàŋ éfì, énàŋ ékùŋ",,
023,CRAB,ìsóβó,,
024,CROCODILE,ò-fjòm,,
025,"DANCE, TO","[nɛ́k # ], [únɛ́kˉ]",,
026,DEPTH,túŋɔ́,,
027,DIE: DEATH,"[kpá] (!),[ŋm̀-kpá]",,
028,"DIVIDE, SHARE OUT, TO",bàğádɛ́,,
029,"DRAW (WATER), TO",kóí,,
030,"BECOME DRY, TO",sát ˉ,,
031,EAR,útɔ́ŋ,,
032,"EAT, TO",díá,,
033,EGG,ŋ́sɛ̀n,,
034,ELEPHANT,é-nɛ̀n,,
035,"EXTINGUISHED, BE TO",nɨ́mɛ́,,
036,EYE,éɲìn,,
037,"FALL, TO",dùɔ́,,
038,"FAT, OIL, GREASE",[ádàn] ~ [áɾàn],,
039,FEAR,ŋ̀dɨ́k ˉ,,
040,FEMALE,úmàn,,
041,FIREWOOD,/í-fjá/  [ífíá],,
042,FOREST (BUSH),íkɔ́tˉ,,
043,CHICKEN/FOWL,[únɛ̀n]; /è-kíkɔ̀ ú-nɛ̀n/ [èkíkɔ̀],,
044,"FRY, TO BAKE IN ASHES, TO","[fṛáŋ] ~ [fṛáí], [fɔ́pˉ] (!)",,
045,"GIVE, TO",nɔ̀ (!),,
046,"GO, WALK, TO","/kǎ/ [kǎ] (!), /sàŋá/ [sàŋá] (!)",,
047,GRASSHOPPER,[àkpàtìáŋtìáŋ],,
048,"GROW, BECOME STRONG, TO",kɔ̀ɾì,,
