BNC ID,Gloss,Phonetic,Word Category,Pl Phonetic
001,ANIMAL,ɲ̀-ɲàm,,ù-
003,ARMPIT,ù-gbâb,,à-
005,ASHES,à-tɔ̂ŋ,,
006,ASK (A QUESTION),bə̂b,,
010,BELLY,à-là,,
011,BITE,lôm,V,
012,BUFFALO,ɱ̀-fóŋ,,ù-
014,CALABASH,ǹ-tòg,,ù-
017,CHILD,m̀-mɔ̌n,,à-bɔ̌n
018,COME OUT,ʤôg,,
019,"COOL, BE(COME) TO",à-lɔ̀g,,
021,COUNT: DRAW A LINE,fàâl,,
023,CRAB,í-shíkàlà,,á-
025,"DANCE, TO",bîn,,
027,DIE: DEATH,kpɔ̂,,
028,"DIVIDE, SHARE OUT, TO",bàâg,,
030,"BECOME DRY, TO",jôm,,
031,EAR,ù-tôŋ,,à-
032,"EAT, TO",lî,,
033,EGG,í-ʤǐ,,á-
034,ELEPHANT,ɲ̀-ʤɔ̀g,,ù-
035,"EXTINGUISHED, BE TO",nɨ́mɛ̀,,
036,EYE,ì-mîr,,à-
037,"FALL, TO",gbɔ̀ɔ̂,,
038,"FAT, OIL, GREASE","à-fɔ̂m, à-kór",,
041,FIREWOOD,ì-kón,,ŋ̀-
042,FOREST (BUSH),ì-kól,,ŋ̀-
043,CHICKEN/FOWL,ŋ̀-kɔ̌g,,ù-
044,"FRY, TO BAKE IN ASHES, TO",káŋà,,
046,"GO, WALK, TO",ʤɛ̀ɛ̂n,,
050,HEAD,ì-ʃî,,à-
051,HEART,ì-tém,,ǹ-
053,HOE: CULTIVATE,"kpáŋà, tâ",,
054,"KILL, TO",jôl,,
055,"LEG, FOOT",ì-kpàdà,,à-
056,LEOPARD (‘PANTHER’),ŋm̀-gbɛ̀,,ù-
057,"LIE DOWN, STRETCH ONESELF, SLEEP, TO",nɔ̀ŋɔ̀lâl,,
060,MEAT,ɲ̀-ɲàm,,
061,MOULD TO,mɔ̀ɔ̂ŋ,,
062,"MOUNT, TO",jôr,,
063,NAME,m̀-bèŋ,,à-
064,NIGHT: DAY OF 24 HOURS,"à-tú, ù-fômfò",,à-
065,FAN PALM (BORASSUS AETHIOPUM),ù-bɪ̂r,,m̀-
065.1,OIL PALM (ELAEIS GUINEENSIS),ù-bɪ̂r,,m̀-
066,PERSON,ǹ-nɛ̀,,à-
067,"PIG (DOMESTIC, WILD)","ú-kômbà, ŋ̀-gòmɔ́",,"à-, ù-"
068,"PRESS, SQUEEZE OUT, MILK",kámà,,
071,"REFUSE, RETAIN, TO",tɛ̂n,,
072,"RESEMBLE, BE EQUAL TO",fɔ́ŋɔ̀,,
075,"ROT, TO",bɔ̀ɔ̂l,,
077,SEND: WORK,í-fáŋá,,ɱ´-
079,"SEW, TO",ʤòmi,,
080,"SHINE, BE LIGHT, BE WHITE TO",jâ,,
081,SING,tòôm,,
082,"SKIN, HIDE, BARK","ŋ̀-gòbʤì, ì-kpágá",,"à, à-"
083,SMELL (OF): SMELL (TR.),jʊ́ŋɔ̀,,
084,SNAKE,ɲ̀-ɲɔ́,,ù-
086,"SPEAK, TO",bôŋ,,
087,TO SPIT,fɪim,,
088,"SPREAD IN SUN TO DRY, TO",bân,,
091,TAKE OUT OF: EMPTY,jègɛ̂,,
092,THING,ì-ʤôm,,à-
093,"TONGUE, LANGUAGE",í-lèbɛ́,,á-
094,TOOTH,ì-lôl,,à-
095,TORTOISE,ŋ̀-kól,,ù-
096,TREE,ì-té,,à-
099,WAR,ì-tá,,ǹ-
100,WATER,à-lə́b,,
101,WING,ì-kpògkpòg,,à-
102,"WOMAN, WIFE","nɛ̀ŋ-kál, ŋ̀-kál",,"ànɛb-, à-"
103,ONE,ɲ́-ʤə́-rə́ŋ,,
104,TWO,í-bâl,,
106,FOUR,í-nî,,
107,FIVE,í-rɔ̂n,,
109,SEVEN,ì-rímínî,,
112,TEN,í-gôl,,
113,FIFTEEN,í-kôr,,
114,TWENTY,í-tə̂l,,à-

