BNC ID,Gloss,Phonetic,Word Category,Pl Phonetic
001,ANIMAL,ɲ̀-ɲàm,,bɔ̀-
003,ARMPIT,ɔ̀-wáb,,bà-
005,ASHES,ǹ-dɔ̂i,,
006,ASK (A QUESTION),béb,,
008,BEAN,*ḿkpâmkpà; bɔ́rɔ́bí; àgèré,,
010,BELLY,bɔ̀-là,,bà-
011,BITE,lóm,V,
012,BUFFALO,m̀-póŋ,,bò-
013,"BUILD, TO (CF. SEW)",tə́b,,
014,CALABASH,ò-tín,,bà-
015,CARVE,sěm,,
017,CHILD,ǹ-mɔ̌n,,ǹ-bɔ̌n
018,COME OUT,tǐb,,
019,"COOL, BE(COME) TO",è-lùg; *é-kùn,,
021,COUNT: DRAW A LINE,fǎi,,
023,CRAB,ɛ̀-kái,,bɛ̀
024,CROCODILE,*m̀-gbɛ̀ à-lə́b,,
025,"DANCE, TO",bɨ́n,,
026,DEPTH,*é-lòb,,
027,DIE: DEATH,kuɔ́,,
028,"DIVIDE, SHARE OUT, TO",kéní,,
030,"BECOME DRY, TO",wóm,,
031,EAR,ò-rôi,,bà-
032,"EAT, TO",lí,,
033,EGG,é-kě,,bá-
034,ELEPHANT,ɲ̀-sɔ̀g,,bɔ̀-
035,"EXTINGUISHED, BE TO",lɨ́mí,,
036,EYE,è-líd,,m̀-mɨ́d
037,"FALL, TO",tǔn; ʧɔ́,,
038,"FAT, OIL, GREASE","bà-nɔ̀i, bà-kú",,
039,FEAR,*bʊ̀-tík,,
040,FEMALE,*mì-kánì,,
041,FIREWOOD,bò-kól,,ŋ̀-
042,FOREST (BUSH),è-kókói,,
043,CHICKEN/FOWL,ŋ̀-kɔ̌g,,bɔ̀-
044,"FRY, TO BAKE IN ASHES, TO",kání,,
045,"GIVE, TO",*ké,,
046,"GO, WALK, TO",*ʧǒk; kěn,,
047,GRASSHOPPER,*ŋ́-kwɔ̀kwɔ̂k,,
048,"GROW, BECOME STRONG, TO",*kòi,,
049,GUINEA-FOWL,*é-ʤîŋ,,
050,HEAD,è-rí,,bè-
051,HEART,ǹ-tèd,,bò-
052,HEAVY,é-lòb,,
053,HOE: CULTIVATE,kuǎŋ,,
054,"KILL, TO",wói,,
055,"LEG, FOOT",ò-kǒ,,bà-
056,LEOPARD (‘PANTHER’),ŋ̀-kɔ̀i,,bɔ̀-
057,"LIE DOWN, STRETCH ONESELF, SLEEP, TO",nìmí,,lái
058,"LICK, TO",*níní,,
060,MEAT,ɲ̀-ɲàm,,
061,MOULD TO,mɔ̌ŋ,,
062,"MOUNT, TO",kóm,,
063,NAME,m̀-pí,,bò-
064,NIGHT: DAY OF 24 HOURS,"bò-rú, bò-rú",,ǹ-[d]
065,FAN PALM (BORASSUS AETHIOPUM),bɔ̀-bɔ́,,m̀-
065.1,OIL PALM (ELAEIS GUINEENSIS),bɔ̀-bɔ́,,m̀-
066,PERSON,mì-nɛ̀,,bà-
067,"PIG (DOMESTIC, WILD)","à-kûg, ŋ̀-kòjôg",,"bà-, bò-"
068,"PRESS, SQUEEZE OUT, MILK",kám; kěb,,
071,"REFUSE, RETAIN, TO",kéb,,
072,"RESEMBLE, BE EQUAL TO",bédí,,
073,ROAD: PATH,ŋ̀ném,,èbùbùle
074,"ROAST ON COALS, TO",*wɔ̀ɔ́,,
075,"ROT, TO",fɔ̌i,,
077,SEND: WORK,fóŋ è-róm,,bè-
079,"SEW, TO",ʤɪɑm,,
080,"SHINE, BE LIGHT, BE WHITE TO",bád,,
081,SING,kɔ́n,,
082,"SKIN, HIDE, BARK","ŋ̀-kòb, ɛ̀-kpáɣá",,bɛ̀-
083,SMELL (OF): SMELL (TR.),wúní,,
084,SNAKE,ɲ̀-ɲɔ́,,bɔ̀-
086,"SPEAK, TO",ʧɔ̌d,,
087,TO SPIT,púm,,
088,"SPREAD IN SUN TO DRY, TO",bán,,
090,"STONE, ROCK",*ǹdíndáá,,
091,TAKE OUT OF: EMPTY,lɔ̌b,,
092,THING,ɲ̀-ɲúm,,ŋ̀-góm
093,"TONGUE, LANGUAGE",è-lébì,,bè-
094,TOOTH,è-líŋ,,m̀-mɪ́ŋ
095,TORTOISE,ŋ̀-kuí,,bò-
096,TREE,è-réré,,mìn-[d]
097,TWIN,*bà-féŋ,,
098,WANT (DESIRE): LACK SEEK,*kɛ́i,,
099,WAR,bɛ̀-rá,,
100,WATER,màmài ~ m̀-mài,,
101,WING,ɛ̀-pàbì,,bɛ̀-
102,"WOMAN, WIFE","mìŋ-kánì, mìŋ-kái",,"bà-, bà-"
103,ONE,jíd,,
104,TWO,bɛ́-fái,,
106,FOUR,bɛ́-nɛ̂,,
107,FIVE,bɛ́-rɔ̂n,,
108,SIX,*bɛ̀rábàrá,,
109,SEVEN,*bɛ̀nɛ́bɛ̀rá,,
110,EIGHT,*bɛ̀nɛ́bɛ̀nɛ́,,
111,NINE,*bɛ̀rɔ̂nbɛ̀né,,
112,TEN,ɔ́-fɔ́,,
113,FIFTEEN,è-kó,,
114,TWENTY,ɛ̀-rɪ́m,,bɛ̀- ~ɛ̀-
115,HUNDRED,*bɛ̀-rə̀m bɛ̀-rɔ̀n,,
115.1,TWO HUNDRED,ɛ́-gɔ̀d,,bɛ́-
116,FOUR HUNDRED,*bɛ́-gɔ̌r bɛ-fái,,
117,THOUSAND,bɛ́-gɔ̌r bɛ́-rɔ̂n,,

