BNC ID,Gloss,Phonetic,Word Category,Pl Phonetic
001,ANIMAL,á-na,,
003,ARMPIT,ku-nkol,,
004,ARROW (generic),ʊ-ŋgɪ́,,kʊ̀-ŋgɪ́
005,ASHES,in-toŋ,,
006,ASK (A QUESTION),jisi,,
007,"BAD (BE), TO",loŋ,,
008,BEAN,i-ʃen,,
010,BELLY,ki-nne,,
011,BITE,njumu,V,
012,BUFFALO,i-lo; *ə-jat,,
013,"BUILD, TO (CF. SEW)",me,,
014,CALABASH,ka-ʧe,,
015,CARVE,ʃipp,,
016,CHARCOAL,an-kala,,
017,CHILD,u-vin,,
018,COME OUT,ju,,
019,"COOL, BE(COME) TO",wo uwrulu,,
020,CORPSE,ki-kum,,
021,COUNT: DRAW A LINE,"ʧoh a-laji (H.), bai",,
022,COW/CATTLE,arando (?),,
023,CRAB,atinka (?),,
024,CROCODILE,i-kut,,
025,"DANCE, TO",ajhok,,
026,DEPTH,ʧowʧo,,
027,DIE: DEATH,"ku, ki-ku",,
028,"DIVIDE, SHARE OUT, TO",gab,,
029,"DRAW (WATER), TO",torok,,
030,"BECOME DRY, TO",i-kuruk,,
031,EAR,*ku-nto,,a-
032,"EAT, TO",ji,,
033,EGG,ki-nʧi,,
034,ELEPHANT,a-tinki,,
035,"EXTINGUISHED, BE TO",jim,,
036,EYE,kiw-ʃi,,
037,"FALL, TO",inkusu,,
038,"FAT, OIL, GREASE","a-hiu, ba-nji",,
039,FEAR,in-susu,,
040,FEMALE,u-wa,,
041,FIREWOOD,i-kun,,
042,FOREST (BUSH),"u-tuk, kinʤik",,
043,CHICKEN/FOWL,i-ko,,
044,"FRY, TO BAKE IN ASHES, TO",kalu,,
045,"GIVE, TO","wu, bara (H.?)",,
046,"GO, WALK, TO","ʧe, ʧikizi",,
047,GRASSHOPPER,a-wahat,,
048,"GROW, BECOME STRONG, TO",gbut; uti kunku,,
049,GUINEA-FOWL,khu,,
050,HEAD,ki-tu,,
051,HEART,i-ssun,,
052,HEAVY,i-jusuk,,
053,HOE: CULTIVATE,"a-la, kumun",,
054,"KILL, TO",wull,,
055,"LEG, FOOT",ku-za,,
056,LEOPARD (‘PANTHER’),i-ʧi,,
057,"LIE DOWN, STRETCH ONESELF, SLEEP, TO","lat, nap kupka, kono",,
058,"LICK, TO",melu,,
060,MEAT,ki-na;  *ki-nam,,
062,"MOUNT, TO",hu,,
063,NAME,ki-sak,,
064,NIGHT: DAY OF 24 HOURS,ka-tuk,,
065,FAN PALM (BORASSUS AETHIOPUM),**(ikun) amanʤa  H.,,
065.1,OIL PALM (ELAEIS GUINEENSIS),**(ikun) amanʤa  H.,,
066,PERSON,u-nit,,
067,"PIG (DOMESTIC, WILD)","aladi, anda",,
068,"PRESS, SQUEEZE OUT, MILK","hii, bansa",,
069,QUARREL,**li agoro; li idu **agoro; idu,"V, N",
070,RAPHIA PALM,**insi,,
071,"REFUSE, RETAIN, TO","kak, ri",,
072,"RESEMBLE, BE EQUAL TO","atisi akpa, ijiwi",,
073,ROAD: PATH,ku-ʧili,,
074,"ROAST ON COALS, TO",wusu,,
075,"ROT, TO",boll,,
076,RUBBISH-HEAP,**kuɗu iʃoso ikpi,,
077,SEND: WORK,tu,,**ito
078,"TRAP, TO SET A",tii i-takku,,
079,"SEW, TO",waw,,
080,"SHINE, BE LIGHT, BE WHITE TO","itǎk; iti kà, **ikala",,
081,SING,ti a-ʃen,,
082,"SKIN, HIDE, BARK","kupka; **kuɸa unit, **kuɸa ina, **kunku",,
084,SNAKE,i-wa,,
085,SONG,a-ʃen,,
086,"SPEAK, TO",jinɣi,,
087,TO SPIT,tul,,
088,"SPREAD IN SUN TO DRY, TO",terrek,,
089,"STICKY, TO BE",njat,,
091,TAKE OUT OF: EMPTY,vii,,
092,THING,i-kpi,,
093,"TONGUE, LANGUAGE","ki-jen, **kuʧe",,
094,TOOTH,ki-nji,,
095,TORTOISE,a-kuwkuk,,
096,TREE,i-kun,,
097,TWIN,nmin bahak,,
098,WANT (DESIRE): LACK SEEK,"molok, **inkan, **molok",,
099,WAR,i-wku,,
100,WATER,*i-ma,,
101,WING,kumgba,,
102,"WOMAN, WIFE","*o-wa, **uwha; (aʃima ni kiko)",,im-ba
103,ONE,**ʃin,,
104,TWO,hak,,
106,FOUR,*nas,,
107,FIVE,i-tuŋ,,
108,SIX,tai,,
109,SEVEN,taugbak,,
110,EIGHT,takkat,,
111,NINE,atarras,,
112,TEN,a-wuruk,,
113,FIFTEEN,arok nituwa,,
114,TWENTY,issowak,,
115.1,TWO HUNDRED,**idari ihak H.,,

