BNC ID,Gloss,Phonetic,Word Category,Pl Phonetic
001,ANIMAL,ɲ̀-ɲà,,ɔ̀-
003,ARMPIT,ɔ̀-gbâb,,à-
005,ASHES,ǹ-tɔ̂ŋ,,
006,ASK (A QUESTION),bəmmɔ̀,,
010,BELLY,à-nà,,à-
011,BITE,gʌ̂ŋ,V,
012,BUFFALO,ɱ̀-fɔŋ,,ɔ̀-
014,CALABASH,ɛ̀-bʌr,,ḿ-
017,CHILD,m̀-mɔ̀ɔ,,à-bɔ̀ɔ
018,COME OUT,rù,,
019,"COOL, BE(COME) TO",à-nòg,,
021,COUNT: DRAW A LINE,fàn,,
023,CRAB,ɛ̀-kan,,bà-
025,"DANCE, TO",bʌ̂n,,
027,DIE: DEATH,kpɔ̂,,
028,"DIVIDE, SHARE OUT, TO",bàŋà,,
030,"BECOME DRY, TO",jô ~  joò,,
031,EAR,ɔ̀-tɔ̂ŋ,,à-
032,"EAT, TO",nɛ̂,,
033,EGG,ì-ʤi,,à-
034,ELEPHANT,ɲ̀-ʤɔ̀g,,ɔ̀-
035,"EXTINGUISHED, BE TO",nɛmɛ̀,,
036,EYE,nʌ̀-mʌ̂r,,à-
037,"FALL, TO",gbɔ̀,,
038,"FAT, OIL, GREASE","à-fɔ̂, à-kuu",,
041,FIREWOOD,è-kon,,ŋ̀-
042,FOREST (BUSH),ɛ-mɛ̀n  ɛ̂-gbɛ̀,,à-..âŋm-
043,CHICKEN/FOWL,ŋ̀-kɔ̌g,,ɔ̀-
044,"FRY, TO BAKE IN ASHES, TO",ka̍ŋà,,
046,"GO, WALK, TO",ʤɛ̀n,,
050,HEAD,ì-sî,,bì-
051,HEART,nè-tee,,ǹ-
053,HOE: CULTIVATE,bɔ̀m,,
054,"KILL, TO",jôn,,
055,"LEG, FOOT",ɔ̀-tâ,,à-
056,LEOPARD (‘PANTHER’),ŋm̀-gbɛ̀,,ɔ̀-
057,"LIE DOWN, STRETCH ONESELF, SLEEP, TO",nɔ̀ŋɔ̀nân,,
060,MEAT,ɲ̀-ɲà,,
061,MOULD TO,"mɔ̀ŋ, tù",,
062,"MOUNT, TO",jə̂r,,
063,NAME,m̀-bèŋ ~-bìŋ,,à-
064,NIGHT: DAY OF 24 HOURS,"è-nokǒn, ò-foo",,à-
065,FAN PALM (BORASSUS AETHIOPUM),ò-bīì,,à-
065.1,OIL PALM (ELAEIS GUINEENSIS),ò-bīì,,à-
066,PERSON,ǹ-nɛ̀,,à-
067,"PIG (DOMESTIC, WILD)","à-kôg, ŋ̀-gòmo",,", ò-"
068,"PRESS, SQUEEZE OUT, MILK",ka̍mà,,
071,"REFUSE, RETAIN, TO",tɛ̂n,,
072,"RESEMBLE, BE EQUAL TO",fɔŋɔ̀,,
075,"ROT, TO",bɔ̀n,,
077,SEND: WORK,nò-tô,,ǹ-
079,"SEW, TO",ʤə̀m,,
080,"SHINE, BE LIGHT, BE WHITE TO",jâ,,
081,SING,jlì,,
082,"SKIN, HIDE, BARK","ŋ̀-gù, ɛ̀-kpəɣa̍",,"à-, à-"
083,SMELL (OF): SMELL (TR.),junù,,
084,SNAKE,ɲ’-ɲɔ̂,,ɔ̀-
086,"SPEAK, TO",râg,,
087,TO SPIT,fɔ̂m,,
088,"SPREAD IN SUN TO DRY, TO",bân,,
091,TAKE OUT OF: EMPTY,jìɣì,,
092,THING,è-ʤô,,m̀-bê
093,"TONGUE, LANGUAGE",ni-nìβi,,n-
094,TOOTH,nʌ̀-mʌ̂n,,à-
096,TREE,è-te,,ǹ-
099,WAR,bə̀-ta̍,,ǹ-
100,WATER,à-nʌb,,
101,WING,ɛ̀-kpɔ̀ŋmkpɔ̀ŋ,,à-
102,"WOMAN, WIFE","mʌ̀ŋ-kaa̍, ŋ̀-kaa̍",,"àbà-, à-"
103,ONE,ɲ’-ʤiì,,
104,TWO,bə-bâ,,
106,FOUR,bɛ-nɛ̂,,
107,FIVE,bə-rɔ̂n,,
109,SEVEN,à-sɪm̀ma̍,,
112,TEN,woβo,,
113,FIFTEEN,nò-koò,,
114,TWENTY,nə̀-tə̂n,,à-
115.1,TWO HUNDRED,ɛ-gɔ̀r,,

