BNC ID,Gloss,Phonetic,Word Category,Pl Phonetic
001,ANIMAL,bè-ɲìam,,bù-
003,ARMPIT,ǹ-pùɔ-wɔ́ɔ̀bɛ̀n-,,
004,ARROW,lè-bán,,bɛ̀-
005,ASHES,,,bè-túe
006,ASK (A QUESTION),bób,,
007,"BAD (BE), TO",è-bé,,
008,BEAN,,,bɛ́-kɛ̀nô
010,BELLY,bɛ̀-lè,,bɛ̀-
011,BITE,lúɔm,V,
012,BUFFALO,ń-dùel,,bɛ́n-
013,"BUILD, TO (CF. SEW)",ʧí,,
014,CALABASH,ǹ-tùo,,
015,CARVE,tsɛ́n,,
016,CHARCOAL,ó-ʃírɛ̀nʃí,,ɛ́-
017,CHILD,m-ùan,,b-
019,"COOL, BE(COME) TO",kúnô,,
020,CORPSE,è-wú+ɛ́-môm,,bè- ɛ́-
021,COUNT: DRAW A LINE,pàl,,
022,COW/CATTLE,è-gòròbía,,bè-
023,CRAB,lé-kámó,,bɛ́-
024,CROCODILE,è-kpéʧù,,bè-
025,"DANCE, TO","bén, bù-bèn",,bɛ̀-
026,DEPTH,è-dú-dùelô,,
027,DIE: DEATH,"wú, lè-wú",,ŋ̀-
028,"DIVIDE, SHARE OUT, TO",bánî (imp. sg.),,
029,"DRAW (WATER), TO",túo,,
030,"BECOME DRY, TO",júɔm-ô,,
031,EAR,ò-túe,,bɛ̀-
032,"EAT, TO",líe,,
033,EGG,lè-kì,,bɛ̀-
034,ELEPHANT,bè-tsùo,,bù-
035,"EXTINGUISHED, BE TO",lém,,
036,EYE,lí,,bɛ̀-mí
037,"FALL, TO",kwè,,
038,"FAT, OIL, GREASE","-mǔor, bɛ̀-, bɛ̀-fúam",,bɛ̀-
039,FEAR,bù-tsál,,
040,FEMALE,mǐɛl,,běl
041,FIREWOOD,jùɛn,,bìɛn
042,FOREST (BUSH),"ŋ̀-kɛ̀m, lè-bìe",,"bɛ̀ŋ-, m̀-"
043,CHICKEN/FOWL,bù-kùɔ,,bè-
044,"FRY, TO BAKE IN ASHES, TO",jîaŋ,,
045,"GIVE, TO",kì,,
046,"GO, WALK, TO",má; kɛ̀n,,
047,GRASSHOPPER,kɛ́-gugûe,,ké-
048,"GROW, BECOME STRONG, TO",rùɔm,,
049,GUINEA-FOWL,è-jíɔŋ,,bè-
050,HEAD,bù-ʧí,,bè-
051,HEART,bù-tɛ̀m,,bè-
052,HEAVY,è-lúɔ-lùɔbô,,
053,HOE: CULTIVATE,"káb:, lɛ́m",,
054,"KILL, TO",júɛl,,
055,"LEG, FOOT",è-kpà,,bè-
056,LEOPARD (‘PANTHER’),ǹ-ʤúkpùɔŋ,,bɛ̀n-
057,"LIE DOWN, STRETCH ONESELF, SLEEP, TO",lál,,
058,"LICK, TO",nú,,
060,MEAT,bè-ɲìam,,bù-
061,MOULD TO,múɔŋ,,
062,"MOUNT, TO",kúɛn,,
063,NAME,-lén,,bɛ̀-
064,NIGHT: DAY OF 24 HOURS,bù-ʧù,,
065,FAN PALM (BORASSUS AETHIOPUM),ǒ-bór,,
065.1,OIL PALM (ELAEIS GUINEENSIS),ǒ-bór,,
066,PERSON,mòm,,bɔ̀m
067,"PIG (DOMESTIC, WILD)","bè-kùɛló, bè-kùeló  lé-bie",,bù-
068,"PRESS, SQUEEZE OUT, MILK","ɲíam, ɲíeb-rî-",,
069,QUARREL,tár (v) ò-tàrò (n),"V, N",
